parameter,reaction,confidence,role,fractional_perturbation,observable,normalized_sensitivity,minus_value,plus_value,status,perturbation_induced_absolute_difference,empirical_numerical_floor,difference_to_floor_ratio,resolution_status
k9_DKE,R9,SUBSYSTEM_FIT,forward,0.005,mean_period_s,-0.8062357582064682,529.0047157531951,524.7568022816405,OK,4.247913471554625,0.00029656925937615597,14323.512425024303,RESOLVED
k9_DKE,R9,SUBSYSTEM_FIT,forward,0.005,iodine_peak_M,-0.26969547771574365,0.00026051104478624074,0.00025980939901117,OK,7.016457750707661e-07,5.347989304009537e-12,131198.05130214503,RESOLVED
k9_DKE,R9,SUBSYSTEM_FIT,forward,0.005,iodide_min_M,-0.09987662939993806,9.326917644674385e-11,9.31760680656277e-11,OK,9.310838111615897e-14,5.97183587233158e-17,1559.1249174737738,RESOLVED
k9_DKE,R9,SUBSYSTEM_FIT,forward,0.005,iodide_max_M,0.8868037987208038,8.334399520094425e-06,8.408638601268472e-06,OK,7.423908117404733e-08,1.4818695722547057e-13,500982.5598962162,RESOLVED
k9_DKE,R9,SUBSYSTEM_FIT,forward,0.01,mean_period_s,-0.8062399021580946,531.1626140034953,522.6661270710983,OK,8.49648693239692,0.00029656925937615597,28649.250263731257,RESOLVED
k9_DKE,R9,SUBSYSTEM_FIT,forward,0.01,iodine_peak_M,-0.2696889102864524,0.00026086238170716696,0.00025945908902734596,OK,1.4032926798209985e-06,5.347989304009537e-12,262396.3138387189,RESOLVED
k9_DKE,R9,SUBSYSTEM_FIT,forward,0.01,iodide_min_M,-0.09987653713295108,9.331610741237587e-11,9.312988546542568e-11,OK,1.8622194695018498e-13,5.97183587233158e-17,3118.3366544445644,RESOLVED
k9_DKE,R9,SUBSYSTEM_FIT,forward,0.01,iodide_max_M,0.8868056716892558,8.29720485753966e-06,8.445682791884596e-06,OK,1.4847793434493653e-07,1.4818695722547057e-13,1001963.5811741733,RESOLVED
k9_DKE,R9,SUBSYSTEM_FIT,forward,0.02,mean_period_s,-0.8062557894007727,535.5479913073349,518.5497499649949,OK,16.998241342339952,0.00029656925937615597,57316.261901507794,RESOLVED
k9_DKE,R9,SUBSYSTEM_FIT,forward,0.02,iodine_peak_M,-0.269661808324987,0.0002615660824609525,0.00025875949669303724,OK,2.8065857679152387e-06,5.347989304009537e-12,524792.7040188848,RESOLVED
k9_DKE,R9,SUBSYSTEM_FIT,forward,0.02,iodide_min_M,-0.09987518850860715,9.341073451054755e-11,9.303825278142704e-11,OK,3.7248172912050796e-13,5.97183587233158e-17,6237.306869840013,RESOLVED
k9_DKE,R9,SUBSYSTEM_FIT,forward,0.02,iodide_max_M,0.8868134781945383,8.222665808255597e-06,8.519619958193647e-06,OK,2.9695414993805033e-07,1.4818695722547057e-13,2003915.5638119106,RESOLVED
k10_DKE,R10,MEASURED_DERIVED,forward,0.005,mean_period_s,-0.3790591801920649,527.8732059303977,525.8760250803464,OK,1.9971808500513362,0.00029656925937615597,6734.281409517889,RESOLVED
k10_DKE,R10,MEASURED_DERIVED,forward,0.005,iodine_peak_M,-0.9041746737519424,0.0002613419747849858,0.0002589896179674496,OK,2.3523568175361914e-06,5.347989304009537e-12,439858.17544035916,RESOLVED
k10_DKE,R10,MEASURED_DERIVED,forward,0.005,iodide_min_M,0.8666075888401218,9.28183265775727e-11,9.362619945966724e-11,OK,8.07872882094543e-13,5.97183587233158e-17,13528.048984693976,RESOLVED
k10_DKE,R10,MEASURED_DERIVED,forward,0.005,iodide_max_M,-0.2806364579601299,8.383310501369371e-06,8.359816661494545e-06,OK,2.3493839874825855e-08,1.4818695722547057e-13,158541.8873206184,RESOLVED
k10_DKE,R10,MEASURED_DERIVED,forward,0.01,mean_period_s,-0.37906804253279924,528.8871292264039,524.8924734890707,OK,3.9946557373332325,0.00029656925937615597,13469.554281303914,RESOLVED
k10_DKE,R10,MEASURED_DERIVED,forward,0.01,iodine_peak_M,-0.9041762391490087,0.00026253556229355524,0.00025783050731794727,OK,4.705054975607972e-06,5.347989304009537e-12,879780.1768377624,RESOLVED
k10_DKE,R10,MEASURED_DERIVED,forward,0.01,iodide_min_M,0.8666116422101875,9.241368891406332e-11,9.402944018713367e-11,OK,1.6157512730703498e-12,5.97183587233158e-17,27056.190217088348,RESOLVED
k10_DKE,R10,MEASURED_DERIVED,forward,0.01,iodide_max_M,-0.28063042522163445,8.395115943872325e-06,8.348127864618708e-06,OK,4.6988079253617115e-08,1.4818695722547057e-13,317086.47058677,RESOLVED
k10_DKE,R10,MEASURED_DERIVED,forward,0.02,mean_period_s,-0.37910427432263727,530.9464130100289,522.9547319255075,OK,7.99168108452136,0.00029656925937615597,26947.098635010745,RESOLVED
k10_DKE,R10,MEASURED_DERIVED,forward,0.02,iodine_peak_M,-0.9041831276381086,0.00026495843841923693,0.0002555455902020347,OK,9.412848217202243e-06,5.347989304009537e-12,1760072.3715257186,RESOLVED
k10_DKE,R10,MEASURED_DERIVED,forward,0.02,iodide_min_M,0.866618720210639,9.160300507074768e-11,9.4834517294816e-11,OK,3.231512224068318e-12,5.97183587233158e-17,54112.542493681096,RESOLVED
k10_DKE,R10,MEASURED_DERIVED,forward,0.02,iodide_max_M,-0.28060640252557406,8.418844905986974e-06,8.324865513934452e-06,OK,9.397939205252204e-08,1.4818695722547057e-13,634194.7618880506,RESOLVED
C9_DKE,R9,SUBSYSTEM_FIT,saturation denominator,0.005,mean_period_s,0.2443110915533076,526.2261904544946,527.5134018911593,OK,1.2872114366647338,0.00029656925937615597,4340.340058751973,RESOLVED
C9_DKE,R9,SUBSYSTEM_FIT,saturation denominator,0.005,iodine_peak_M,0.1932541502811404,0.0002599079157993219,0.0002604106884813736,OK,5.027726820517405e-07,5.347989304009537e-12,94011.53470422945,RESOLVED
C9_DKE,R9,SUBSYSTEM_FIT,saturation denominator,0.005,iodide_min_M,0.0001302853909904334,9.322243697120594e-11,9.322255842751382e-11,OK,1.2145630787642596e-16,5.97183587233158e-17,2.033818585657242,RESOLVED
C9_DKE,R9,SUBSYSTEM_FIT,saturation denominator,0.005,iodide_max_M,-0.6248126718289053,8.39776741468747e-06,8.34546024491629e-06,OK,5.230716977117985e-08,1.4818695722547057e-13,352980.9286224363,RESOLVED
C9_DKE,R9,SUBSYSTEM_FIT,saturation denominator,0.01,mean_period_s,0.24430445581723936,525.5832944471142,528.1577113713452,OK,2.5744169242309454,0.00029656925937615597,8680.660057776464,RESOLVED
C9_DKE,R9,SUBSYSTEM_FIT,saturation denominator,0.01,iodine_peak_M,0.19325586532798564,0.0002596542711535673,0.00026065984096134293,OK,1.0055698077756107e-06,5.347989304009537e-12,188027.64003692134,RESOLVED
C9_DKE,R9,SUBSYSTEM_FIT,saturation denominator,0.01,iodide_min_M,0.00013154756583946055,9.322237486167916e-11,9.322262013370753e-11,OK,2.4527202836679895e-16,5.97183587233158e-17,4.107146170965303,RESOLVED
C9_DKE,R9,SUBSYSTEM_FIT,saturation denominator,0.01,iodide_max_M,-0.6247968911835287,8.4241308508982e-06,8.319514946538103e-06,OK,1.0461590436009817e-07,1.4818695722547057e-13,705972.4169983609,RESOLVED
C9_DKE,R9,SUBSYSTEM_FIT,saturation denominator,0.02,mean_period_s,0.2442750371985703,524.2989828726375,529.4477087195271,OK,5.148725846889647,0.00029656925937615597,17360.95594573819,RESOLVED
C9_DKE,R9,SUBSYSTEM_FIT,saturation denominator,0.02,iodine_peak_M,0.19326193005693199,0.00025914240818716773,0.00026115373511202575,OK,2.0113269248580126e-06,5.347989304009537e-12,376090.3043224235,RESOLVED
C9_DKE,R9,SUBSYSTEM_FIT,saturation denominator,0.02,iodide_min_M,0.00013155713896283037,9.322225204247111e-11,9.322274267129694e-11,OK,4.906288258279561e-16,5.97183587233158e-17,8.215711823245407,RESOLVED
C9_DKE,R9,SUBSYSTEM_FIT,saturation denominator,0.02,iodide_max_M,-0.6247340355141958,8.477281386239252e-06,8.268036967991103e-06,OK,2.0924441824814891e-07,1.4818695722547057e-13,1412029.926019587,RESOLVED
